source,target,count
Indonesia,South korea,49
South korea,Indonesia,49
Indonesia,Spain,47
Spain,Indonesia,47
Indonesia,Sweden,197
Sweden,Indonesia,197
Indonesia,Switzerland,102
Switzerland,Indonesia,102
Indonesia,Taiwan,8
Taiwan,Indonesia,8
Indonesia,Tajikistan,5
Tajikistan,Indonesia,5
Indonesia,Thailand,3
Thailand,Indonesia,3
Indonesia,Transylvania university,1
Transylvania university,Indonesia,1
Indonesia,Tunisia,2
Tunisia,Indonesia,2
Indonesia,Turkey,80
Turkey,Indonesia,80
Indonesia,Turkmenistan,4
Turkmenistan,Indonesia,4
Indonesia,Ukraine,195
Ukraine,Indonesia,195
Indonesia,United arab emirates,14
United arab emirates,Indonesia,14
Indonesia,United kingdom,1827
United kingdom,Indonesia,1827
Indonesia,United states,3514
United states,Indonesia,3514
Indonesia,University of manchester,1
University of manchester,Indonesia,1
Indonesia,University of minnesota,2
University of minnesota,Indonesia,2
Indonesia,University of north texas,2
University of north texas,Indonesia,2
Indonesia,University of pittsburgh,6
University of pittsburgh,Indonesia,6
Indonesia,University of turin,1
University of turin,Indonesia,1
Indonesia,University of washington,3
University of washington,Indonesia,3
Indonesia,Uppsala university,1
Uppsala university,Indonesia,1
Indonesia,Uzbekistan,34
Uzbekistan,Indonesia,34
Indonesia,Viet nam,2
Viet nam,Indonesia,2
Indonesia,empty,2071
empty,Indonesia,2071
Indonesia,États-unis d'amérique,1
États-unis d'amérique,Indonesia,1
Institut de recherche pour le développement (ird),Al-farabi kazakh national university,2
Al-farabi kazakh national university,Institut de recherche pour le développement (ird),2
Institut de recherche pour le développement (ird),Argentina,1
Argentina,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Armenia,3
Armenia,Institut de recherche pour le développement (ird),3
Institut de recherche pour le développement (ird),Belarus,2
Belarus,Institut de recherche pour le développement (ird),2
Institut de recherche pour le développement (ird),Brazil,2
Brazil,Institut de recherche pour le développement (ird),2
Institut de recherche pour le développement (ird),Colombia,1
Colombia,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Durham university,1
Durham university,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Eurasia department,1
Eurasia department,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Hong kong,1
Hong kong,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Indonesia,2
Indonesia,Institut de recherche pour le développement (ird),2
Institut de recherche pour le développement (ird),Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Ireland,5
Ireland,Institut de recherche pour le développement (ird),5
Institut de recherche pour le développement (ird),Israel,37
Israel,Institut de recherche pour le développement (ird),37
Institut de recherche pour le développement (ird),Italy,30
Italy,Institut de recherche pour le développement (ird),30
Institut de recherche pour le développement (ird),Japan,9
Japan,Institut de recherche pour le développement (ird),9
Institut de recherche pour le développement (ird),Kazakhstan,59
Kazakhstan,Institut de recherche pour le développement (ird),59
Institut de recherche pour le développement (ird),Kyrgyzstan,5
Kyrgyzstan,Institut de recherche pour le développement (ird),5
Institut de recherche pour le développement (ird),Latvia,8
Latvia,Institut de recherche pour le développement (ird),8
Institut de recherche pour le développement (ird),Lithuania,19
Lithuania,Institut de recherche pour le développement (ird),19
Institut de recherche pour le développement (ird),Malaysia,2
Malaysia,Institut de recherche pour le développement (ird),2
Institut de recherche pour le développement (ird),Moldova,1
Moldova,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Netherlands,28
Netherlands,Institut de recherche pour le développement (ird),28
Institut de recherche pour le développement (ird),Norway,15
Norway,Institut de recherche pour le développement (ird),15
Institut de recherche pour le développement (ird),Pakistan,1
Pakistan,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Poland,21
Poland,Institut de recherche pour le développement (ird),21
Institut de recherche pour le développement (ird),Portugal,2
Portugal,Institut de recherche pour le développement (ird),2
Institut de recherche pour le développement (ird),Russian federation,247
Russian federation,Institut de recherche pour le développement (ird),247
Institut de recherche pour le développement (ird),Saudi arabia,1
Saudi arabia,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),School of humanities and social sciences,1
School of humanities and social sciences,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),School of modern languages,1
School of modern languages,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Slovakia,3
Slovakia,Institut de recherche pour le développement (ird),3
Institut de recherche pour le développement (ird),South africa,3
South africa,Institut de recherche pour le développement (ird),3
Institut de recherche pour le développement (ird),South korea,3
South korea,Institut de recherche pour le développement (ird),3
Institut de recherche pour le développement (ird),Spain,8
Spain,Institut de recherche pour le développement (ird),8
Institut de recherche pour le développement (ird),Sweden,23
Sweden,Institut de recherche pour le développement (ird),23
Institut de recherche pour le développement (ird),Switzerland,15
Switzerland,Institut de recherche pour le développement (ird),15
Institut de recherche pour le développement (ird),Tajikistan,1
Tajikistan,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Tallinn university,1
Tallinn university,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),The new school for social research,2
The new school for social research,Institut de recherche pour le développement (ird),2
Institut de recherche pour le développement (ird),Turkey,9
Turkey,Institut de recherche pour le développement (ird),9
Institut de recherche pour le développement (ird),Ukraine,19
Ukraine,Institut de recherche pour le développement (ird),19
Institut de recherche pour le développement (ird),United arab emirates,5
United arab emirates,Institut de recherche pour le développement (ird),5
Institut de recherche pour le développement (ird),United kingdom,183
United kingdom,Institut de recherche pour le développement (ird),183
Institut de recherche pour le développement (ird),United states,297
United states,Institut de recherche pour le développement (ird),297
Institut de recherche pour le développement (ird),University of pittsburgh,1
University of pittsburgh,Institut de recherche pour le développement (ird),1
Institut de recherche pour le développement (ird),Uzbekistan,6
Uzbekistan,Institut de recherche pour le développement (ird),6
Institut de recherche pour le développement (ird),empty,248
empty,Institut de recherche pour le développement (ird),248
Institut für ge-schichtswissenschaften & europäische ethnologie,Albania,1
Albania,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,Belarus,1
Belarus,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,Brazil,1
Brazil,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,China,1
China,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,Geographisches institut der universität innsbruck,1
Geographisches institut der universität innsbruck,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,Hong kong,1
Hong kong,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,Ireland,3
Ireland,Institut für ge-schichtswissenschaften & europäische ethnologie,3
Institut für ge-schichtswissenschaften & europäische ethnologie,Israel,1
Israel,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,Italy,4
Italy,Institut für ge-schichtswissenschaften & europäische ethnologie,4
Institut für ge-schichtswissenschaften & europäische ethnologie,Kazakhstan,6
Kazakhstan,Institut für ge-schichtswissenschaften & europäische ethnologie,6
Institut für ge-schichtswissenschaften & europäische ethnologie,Latvia,5
Latvia,Institut für ge-schichtswissenschaften & europäische ethnologie,5
Institut für ge-schichtswissenschaften & europäische ethnologie,Lithuania,2
Lithuania,Institut für ge-schichtswissenschaften & europäische ethnologie,2
Institut für ge-schichtswissenschaften & europäische ethnologie,Netherlands,6
Netherlands,Institut für ge-schichtswissenschaften & europäische ethnologie,6
Institut für ge-schichtswissenschaften & europäische ethnologie,New zealand,2
New zealand,Institut für ge-schichtswissenschaften & europäische ethnologie,2
Institut für ge-schichtswissenschaften & europäische ethnologie,Norway,6
Norway,Institut für ge-schichtswissenschaften & europäische ethnologie,6
Institut für ge-schichtswissenschaften & europäische ethnologie,Poland,10
Poland,Institut für ge-schichtswissenschaften & europäische ethnologie,10
Institut für ge-schichtswissenschaften & europäische ethnologie,Romania,4
Romania,Institut für ge-schichtswissenschaften & europäische ethnologie,4
Institut für ge-schichtswissenschaften & europäische ethnologie,Russian federation,29
Russian federation,Institut für ge-schichtswissenschaften & europäische ethnologie,29
Institut für ge-schichtswissenschaften & europäische ethnologie,South korea,1
South korea,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,Spain,3
Spain,Institut für ge-schichtswissenschaften & europäische ethnologie,3
Institut für ge-schichtswissenschaften & europäische ethnologie,Sweden,14
Sweden,Institut für ge-schichtswissenschaften & europäische ethnologie,14
Institut für ge-schichtswissenschaften & europäische ethnologie,Switzerland,8
Switzerland,Institut für ge-schichtswissenschaften & europäische ethnologie,8
Institut für ge-schichtswissenschaften & europäische ethnologie,Turkey,1
Turkey,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,Ukraine,7
Ukraine,Institut für ge-schichtswissenschaften & europäische ethnologie,7
Institut für ge-schichtswissenschaften & europäische ethnologie,United kingdom,32
United kingdom,Institut für ge-schichtswissenschaften & europäische ethnologie,32
Institut für ge-schichtswissenschaften & europäische ethnologie,United states,37
United states,Institut für ge-schichtswissenschaften & europäische ethnologie,37
Institut für ge-schichtswissenschaften & europäische ethnologie,empty,30
empty,Institut für ge-schichtswissenschaften & europäische ethnologie,30
Institut für slawistik und hungarologie,Adam mickiewicz university in poznań,1
