id, label, degree
bilateral russian-cuban trade,bilateral russian-cuban trade,1
uladzimir karatkevich,uladzimir karatkevich,1
ideologized science phenomenon,ideologized science phenomenon,1
logic in the ussr/russia,logic in the ussr/russia,1
philosophy of logic,philosophy of logic,1
genetic method,genetic method,1
global theory,global theory,1
sociocultural theory,sociocultural theory,1
humane space,humane space,1
marxist theory of design,marxist theory of design,1
soviet design and architecture,soviet design and architecture,1
postwar soviet union,postwar soviet union,1
purges and violence,purges and violence,1
authored voiceovers,authored voiceovers,1
mainstream cult,mainstream cult,1
vhs,vhs,1
video parlours,video parlours,1
mexico city,mexico city,1
chinese theatre,chinese theatre,1
taiwanese theatre,taiwanese theatre,1
theatre education,theatre education,1
xiqu,xiqu,1
massification of higher education,massification of higher education,1
governmental reason,governmental reason,1
social epistemology,social epistemology,1
state-sponsored evolutionism,state-sponsored evolutionism,1
prytz,prytz,1
quisling,quisling,1
russnorvegoles concession,russnorvegoles concession,1
pastoral nomads,pastoral nomads,1
landscape design,landscape design,1
park,park,1
stalinist landscapes,stalinist landscapes,1
national deportation,national deportation,1
east asian cold war,east asian cold war,1
global strategic confrontation,global strategic confrontation,1
sino-us strategic cooperation,sino-us strategic cooperation,1
depathologization,depathologization,1
"diagnosis, kazakhstan","diagnosis, kazakhstan",1
felicity condition,felicity condition,1
visual material,visual material,1
collective memorymemorycollective,collective memorymemorycollective,1
monumentsmonuments,monumentsmonuments,1
narrative memory,narrative memory,1
donor state,donor state,1
political motivation,political motivation,1
recipient country,recipient country,1
family memories,family memories,1
simple soldier,simple soldier,1
solov ev,solov ev,1
innovation studies,innovation studies,1
organization of innovation,organization of innovation,1
organization studies,organization studies,1
science technology studies,science technology studies,1
bald eagle,bald eagle,1
october rvolution,october rvolution,1
economic democracy,economic democracy,1
premature birth theory,premature birth theory,1
existential threat,existential threat,1
referent object,referent object,1
assembly government,assembly government,1
constitution of the russian socialist federal soviet republic,constitution of the russian socialist federal soviet republic,1
legislative and executive political institutions,legislative and executive political institutions,1
separation and unity of powers,separation and unity of powers,1
soviet mode of production,soviet mode of production,1
economies of former ussr republics,economies of former ussr republics,1
bourgeois state,bourgeois state,1
ianovsk,ianovsk,1
inter-generational solidarity,inter-generational solidarity,1
neoliberal welfare reform,neoliberal welfare reform,1
special legal status,special legal status,1
actuality of translating classics,actuality of translating classics,1
philological translation,philological translation,1
soviet culture of the 1930s,soviet culture of the 1930s,1
diaoyu island,diaoyu island,1
dispute water,dispute water,1
japan coast guard,japan coast guard,1
senkaku island,senkaku island,1
field study,field study,1
monoideology,monoideology,1
restoration of the republic,restoration of the republic,1
chief doctor,chief doctor,1
informal governance mechanisms,informal governance mechanisms,1
life expectancylife expectancy,life expectancylife expectancy,1
open intensive care unit,open intensive care unit,1
societal turmoil,societal turmoil,1
degradation of resources,degradation of resources,1
drug-dealing,drug-dealing,1
social insecurity and conflicts,social insecurity and conflicts,1
christian minorities in islamic societies,christian minorities in islamic societies,1
slavic minorities in soviet successor states,slavic minorities in soviet successor states,1
southern caucasus-caspian,southern caucasus-caspian,1
defence advance research project agency,defence advance research project agency,1
donbass region,donbass region,1
limitation treaty,limitation treaty,1
potemkin villages,potemkin villages,1
window-dressing,window-dressing,1
competing interests,competing interests,1
educational collaboration,educational collaboration,1
formal decision-making process,formal decision-making process,1
people-to-people cooperation,people-to-people cooperation,1
bydgoszcz,bydgoszcz,1
polish red cross,polish red cross,1
global reporting initiative,global reporting initiative,1
pension plan,pension plan,1
responsible behavior,responsible behavior,1
social entrepreneur,social entrepreneur,1
history of the civil war,history of the civil war,1
publishing series,publishing series,1
arabic script sources,arabic script sources,1
bashkir ssr,bashkir ssr,1
southern ural,southern ural,1
economic and social development,economic and social development,1
loose translation,loose translation,1
st. petersburg school of translation,st. petersburg school of translation,1
theory and history of translation in the ussr,theory and history of translation in the ussr,1
translation types,translation types,1
word for word translation,word for word translation,1
demyan bedny,demyan bedny,1
kamerny theater,kamerny theater,1
tairov,tairov,1
dramaturgical knot,dramaturgical knot,1
existential situation,existential situation,1
manufacture art,manufacture art,1
rapp,rapp,1
gifted children,gifted children,1
gifted education,gifted education,1
histoire de l’éducation,histoire de l’éducation,1
jeunes surdoués,jeunes surdoués,1
surdouance,surdouance,1
surdoués,surdoués,1
éducation de l’enfance en difficulté,éducation de l’enfance en difficulté,1
heller,heller,1
estonian language policy,estonian language policy,1
shifting borders,shifting borders,1
augustów manhunt,augustów manhunt,1
central archives of the national defence ministry of the russian federation,central archives of the national defence ministry of the russian federation,1
rossarchiw,rossarchiw,1
diversities of popular perception,diversities of popular perception,1
political meanings,political meanings,1
square as a public space,square as a public space,1
documents and materials,documents and materials,1
the history of the trilogy,the history of the trilogy,1
trilogy the road to calvary,trilogy the road to calvary,1
(post) soviet discourse,(post) soviet discourse,1
life-story,life-story,1
narrative strategies,narrative strategies,1
photo archive,photo archive,1
islamic feminism,islamic feminism,1
marginals,marginals,1
peasant issue,peasant issue,1
workers’ issue,workers’ issue,1
кeywords: second russian time of troubles,кeywords: second russian time of troubles,1
relational power,relational power,1
multitemporal fieldwork,multitemporal fieldwork,1
attend church service,attend church service,1
state religion,state religion,1
preschool teachers,preschool teachers,1
n. n. palmov,n. n. palmov,1
regional archive,regional archive,1
use,use,1
110<sup>th</sup> separate kalmyk cavalry division,110<sup>th</sup> separate kalmyk cavalry division,1
don river defensive campaign,don river defensive campaign,1
donbass defensive operation of 1942,donbass defensive operation of 1942,1
great patriotic war of 1941 – 1945,great patriotic war of 1941 – 1945,1
creative manager,creative manager,1
model of social organization,model of social organization,1
organizational development,organizational development,1
russian commercial organizations,russian commercial organizations,1
social technologies,social technologies,1
commissions,commissions,1
council of ministers of the ussr,council of ministers of the ussr,1
enactments,enactments,1
ministry of state security,ministry of state security,1
mitigation of the regime,mitigation of the regime,1
